C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
207,B. Nelson,C,NYI,82,19,16,35,43,5,1,1,4,4,0,0,1,3,0,0,1,138,-4,37,0.5,8,6,
208,B. Saad,LW,CHI,82,18,17,35,14,0,0,0,1,0,0,0,2,8,0,0,1,237,-10,37,0.5,6.75,6,
209,C. Jarnkr,C,NAS,68,16,19,35,12,0,0,0,1,3,2,0,1,3,0,0,0,105,20,35,0.5,2.2,2,
210,R. Panik,RW,WAS,72,14,21,35,38,0,2,0,4,2,0,0,0,0,0,0,0,136,7,35,0.5,3.2,2.75,
211,T. Wilson,RW,WAS,78,14,21,35,187,65,0,0,0,1,1,0,0,1,0,2,0,123,10,35,0.4,4.5,5.17,
212,J. Abdelk,LW,DET,75,13,22,35,78,20,1,1,4,5,0,0,0,0,0,0,0,110,-11,35,0.5,4.75,4.25,
213,J. Bratt,LW,NJ,74,13,22,35,18,0,5,1,4,8,1,1,0,2,0,0,0,100,-16,35,0.5,0.78,0.75,
214,A. Goligo,D,ARI,78,12,23,35,26,0,1,1,3,8,0,0,1,3,0,0,0,119,-31,35,0.4,5.8,5.48,
215,A. Coglia,C,DAL,80,12,23,35,41,5,0,0,0,0,3,1,0,1,0,1,0,175,18,35,0.4,3.25,3.25,
216,O. Palat,LW,TB,56,11,24,35,6,0,0,0,4,5,1,0,0,0,0,1,0,109,16,35,0.6,5.3,5.3,
217,A. Wennbe,C,CLB,66,8,27,35,12,0,4,0,3,2,0,1,1,2,0,0,0,74,22,35,0.5,5.35,4.9,
218,C. Parayk,D,STL,82,6,29,35,13,0,0,0,2,7,0,0,0,0,0,0,0,212,-7,35,0.4,5.53,5.5,
219,R. Nash,LW,BOS,71,21,13,34,28,0,1,1,5,2,0,0,0,2,0,1,0,230,-12,34,0.5,-,-,
220,T. Tatar,LW,MON,82,20,14,34,34,10,2,1,9,4,0,0,1,4,0,0,0,174,-19,34,0.4,5.5,5.3,
221,M. Janmar,C,DAL,81,19,15,34,24,0,0,0,4,1,2,0,1,4,0,0,0,136,-13,34,0.4,2.3,2.3,
222,J. Pominv,RW,BUF,82,16,18,34,8,0,2,0,5,2,0,0,1,1,0,0,0,168,-17,34,0.4,-,-,
223,R. Strome,C,NYR,82,13,21,34,33,5,0,0,2,4,0,1,0,3,0,2,0,147,-4,34,0.4,3.2,3.1,
224,B. Comeau,LW,DAL,79,13,21,34,50,0,0,0,0,0,3,0,0,3,0,1,0,123,5,34,0.4,2.6,2.4,
225,M. Ekholm,D,NAS,81,10,24,34,46,0,0,0,5,8,1,0,0,1,0,0,0,135,25,34,0.4,4,3.75,
226,M. Lucic,LW,CAL,82,10,24,34,80,20,0,0,3,4,0,0,0,1,0,0,0,147,-12,34,0.4,6,6,
227,A. Edler,D,VAN,70,6,28,34,68,0,1,0,1,14,0,0,1,2,0,0,0,172,-18,34,0.5,7,6,
228,R. Faksa,C,DAL,79,17,16,33,36,10,0,0,0,0,2,0,0,3,0,0,1,118,21,35,0.4,2.4,2.2,
229,A. Athana,LW,DET,71,16,17,33,16,0,3,1,1,2,0,0,1,2,0,0,0,170,-15,33,0.5,3,3,
230,F. Nielse,C,DET,79,16,17,33,14,0,6,4,4,3,2,1,0,3,0,1,0,134,1,33,0.4,5.5,5.25,
231,N. Folign,LW,CLB,72,15,18,33,50,10,1,0,2,2,0,0,0,1,0,1,0,137,1,33,0.5,5.5,5.5,
232,C. Fische,RW,ARI,79,15,18,33,14,0,0,0,5,3,0,0,2,3,0,0,0,154,-17,33,0.4,0.83,0.82,
233,D. Backes,RW,BOS,57,14,19,33,53,10,0,0,2,4,0,1,0,1,0,3,0,160,2,33,0.6,4,6,
234,J. Fast,RW,NYR,71,13,20,33,26,0,0,0,0,0,0,2,0,0,0,0,0,80,-10,33,0.5,1.95,1.85,
235,V. Filppu,C,DET,81,11,22,33,20,0,0,0,3,1,0,2,0,4,0,2,0,70,-7,33,0.4,3,3,
236,B. Ryan,RW,OTT,62,11,22,33,14,0,4,1,1,3,0,0,0,1,0,0,0,112,-12,33,0.5,7.5,7.25,
237,K. Brodzi,C,EDM,81,10,23,33,33,5,0,0,0,0,1,2,0,2,0,0,0,113,13,33,0.4,1.2,1.15,
238,M. Green,D,DET,66,8,25,33,38,0,0,0,1,12,0,0,0,0,0,0,0,132,-14,33,0.5,5.25,5.38,
239,J. Braun,D,PHI,81,5,28,33,28,0,0,0,0,0,0,0,0,0,0,0,0,115,7,33,0.4,3.8,3.8,
240,M. Wood,LW,NJ,76,19,13,32,84,10,0,0,3,0,0,0,0,2,0,0,1,170,-6,34,0.4,2.5,2.75,
241,N. Nieder,RW,CAR,63,18,14,32,36,0,2,1,7,1,0,0,1,4,0,0,1,133,14,34,0.5,5.85,5.25,
242,J. Donsko,RW,COL,66,14,18,32,26,0,5,3,1,4,0,0,0,2,0,0,0,129,10,32,0.5,4.9,3.9,
243,B. Jenner,C,CLB,75,13,19,32,39,0,2,0,2,1,0,0,0,2,0,0,0,187,1,32,0.4,4,3.75,
244,D. Shore,LW,ANA,82,11,21,32,14,0,0,0,2,9,1,1,0,1,0,1,0,123,-30,32,0.4,2.4,2.3,
245,M. Vlasic,D,SJ,81,11,21,32,34,0,0,0,1,2,0,1,1,2,0,0,0,161,9,32,0.4,7.25,7,
246,R. Sheaha,C,EDM,81,11,21,32,8,0,0,0,1,1,0,1,0,1,0,1,0,109,4,32,0.4,0.9,0.9,
247,N. Hanifi,D,CAL,79,10,22,32,21,5,0,0,1,6,0,0,1,3,0,0,0,165,-20,32,0.4,4.95,4.95,
248,R. Pulock,D,NYI,68,10,22,32,14,0,0,0,5,6,0,0,0,0,0,0,0,184,-4,32,0.5,2.65,2,
249,B. Montou,D,BUF,80,9,23,32,42,0,3,1,5,7,1,1,0,5,0,0,0,160,16,32,0.4,3.53,3.39,
250,R. Ellis,D,NAS,44,9,23,32,6,0,6,2,2,3,0,3,0,2,0,0,0,110,26,32,0.7,7.7,6.25,
251,C. Fowler,D,ANA,67,8,24,32,28,0,3,1,1,9,1,1,0,1,0,0,0,122,3,32,0.5,7.5,6.5,
252,C. McAvoy,D,BOS,63,7,25,32,53,5,3,2,2,5,0,0,1,2,0,0,0,77,20,32,0.5,3.7,4.9,
253,T. Brodie,D,CAL,73,4,28,32,18,0,0,0,1,10,0,0,0,0,0,0,0,118,-16,32,0.4,4.84,4.65,
254,S. Vatane,D,NJ,72,4,28,32,40,0,0,0,1,12,0,1,0,0,0,1,0,145,-7,32,0.4,4.5,4.88,
255,D. Keith,D,CHI,82,2,30,32,28,0,0,0,2,8,0,0,0,1,0,0,0,187,-29,32,0.4,3.5,5.54,
256,A. Anisim,C,OTT,72,20,11,31,22,0,1,0,11,1,1,0,0,6,0,1,1,130,-17,33,0.5,4,4.55,
257,V. Rask,C,MIN,71,14,17,31,12,0,0,0,4,7,0,0,0,3,0,0,0,126,0,31,0.4,4,4,
258,D. Helm,LW,DET,75,13,18,31,39,5,0,0,0,0,2,2,0,0,0,2,0,141,3,31,0.4,3,3.85,
259,H. Lindho,D,ANA,69,13,18,31,34,0,0,0,3,5,0,0,2,3,0,2,1,131,16,33,0.5,5.25,5.21,
260,R. Hartma,RW,MIN,78,11,20,31,72,10,0,0,1,1,0,0,0,2,0,0,0,129,1,31,0.4,1.9,1.9,
261,V. Sobotk,C,BUF,81,11,20,31,50,0,0,0,0,3,1,0,0,4,0,1,0,136,-6,31,0.4,3,3.5,
262,D. Orlov,D,WAS,82,10,21,31,22,0,0,0,0,4,0,0,0,2,0,0,0,125,10,31,0.4,6.5,5.1,
263,S. Gagner,RW,EDM,74,10,21,31,35,5,4,1,3,8,0,0,1,2,0,0,0,164,-18,31,0.4,3.2,3.15,
264,C. Hageli,LW,WAS,81,10,21,31,28,0,0,0,0,0,1,1,0,2,0,1,0,169,8,31,0.4,3.5,2.75,
265,J. Faulk,D,STL,76,8,23,31,48,0,1,0,3,16,0,0,0,3,0,0,1,211,-26,33,0.4,6,4.83,
266,J. Anderso,RW,CLB,63,19,11,30,42,10,1,1,1,3,0,0,2,5,0,1,0,188,-1,30,0.5,2.1,1.85,
267,C. Sheary,LW,BUF,79,18,12,30,10,0,0,0,2,1,0,0,1,4,0,0,0,142,2,30,0.4,3,3,
268,B. Perlin,LW,CHI,74,17,13,30,28,0,3,0,5,6,0,0,0,1,0,0,0,129,-2,30,0.4,0.87,0.87,
269,B. McGinn,LW,CAR,80,16,14,30,22,10,3,2,2,1,1,0,0,1,0,2,0,159,-12,30,0.4,1.9,2.1,
270,N. Patric,C,PHI,73,13,17,30,30,0,5,1,5,3,0,0,0,2,0,0,0,127,1,30,0.4,0.93,0.93,
271,C. Hudon,LW,MON,72,10,20,30,38,0,2,0,3,5,0,1,0,1,0,0,0,179,-12,30,0.4,0.8,0.8,
272,J. Slavin,D,CAR,82,8,22,30,10,0,4,1,1,1,0,0,1,1,0,0,0,154,1,30,0.4,5.5,5.3,
273,S. Baerts,LW,VAN,53,14,15,29,20,0,1,1,7,2,0,0,1,2,0,0,0,82,3,29,0.5,3.7,3.37,
274,J. Pageau,C,OTT,78,14,15,29,36,0,0,0,1,1,1,0,1,2,0,0,0,147,-14,29,0.4,3.4,3.1,
275,J. McGinn,LW,CAR,76,13,16,29,33,15,0,0,4,2,0,0,0,0,0,1,0,116,-5,29,0.4,-,-,
276,C. Kunitz,LW,CHI,82,13,16,29,35,5,1,0,0,1,1,0,0,2,0,0,0,81,8,29,0.4,-,-,
277,A. Ladd,LW,NYI,73,12,17,29,24,0,0,0,0,1,1,1,0,2,0,0,0,112,11,29,0.4,5,5.5,
278,J. Armia,RW,MON,79,12,17,29,22,0,0,0,0,4,1,1,0,2,0,1,0,128,3,29,0.4,2.8,2.6,
279,M. Niskan,D,PHI,68,7,22,29,36,0,0,0,0,0,0,1,0,1,0,0,0,120,24,29,0.4,5.75,5.75,
280,O. Maatta,D,CHI,82,7,22,29,28,0,0,0,0,8,0,0,0,3,0,0,0,164,-1,29,0.4,4.08,4.08,
281,M. Cammal,C,EDM,66,7,22,29,18,0,5,4,3,1,0,0,0,0,0,0,0,128,-3,29,0.4,-,-,
282,S. Theodo,D,VEG,61,6,23,29,14,0,1,1,1,8,0,0,0,1,0,0,0,144,5,29,0.5,5.2,5.2,
283,R. McDona,D,TB,63,4,25,29,20,0,0,0,1,8,0,1,0,0,0,0,0,99,8,29,0.5,8.4,6.75,
284,J. Vesey,LW,BUF,79,17,11,28,20,0,2,1,1,2,0,0,0,4,0,2,1,136,-18,30,0.4,2.35,2.28,
285,C. Brown,RW,OTT,82,14,14,28,18,0,1,0,1,1,1,0,0,2,0,2,0,119,0,28,0.3,2.1,2.1,
286,J. McCann,LW,PIT,68,9,19,28,30,10,1,0,1,0,0,1,1,4,0,0,0,143,11,28,0.4,1.25,1.25,
287,A. Copp,C,WIN,82,9,19,28,14,0,0,0,0,0,2,1,0,0,0,0,0,96,17,28,0.3,2.26,2.28,
288,D. Deshar,C,NYR,71,6,22,28,18,0,2,0,2,5,0,0,0,0,0,0,0,55,-22,28,0.4,-,-,
289,B. Connol,RW,FLA,70,15,12,27,30,0,0,0,4,1,0,0,0,2,0,0,0,67,-6,27,0.4,3.5,3.5,
290,T. Pitlic,C,PHI,80,14,13,27,34,0,0,0,0,0,0,1,0,2,0,0,0,129,9,27,0.3,1,1,
291,S. Noesen,RW,DAL,72,13,14,27,36,10,0,0,0,0,0,0,0,4,0,1,0,127,12,27,0.4,-,-,
292,J. Vrana,LW,WAS,73,13,14,27,12,0,0,0,1,2,0,0,0,2,0,1,0,133,2,27,0.4,3.7,3.35,
293,C. Eakin,C,VEG,80,11,16,27,22,0,0,0,0,0,1,2,0,2,0,0,0,107,-6,27,0.3,3.85,3.85,
294,M. Mathes,D,FLA,81,10,17,27,61,5,1,1,1,3,0,1,1,2,0,0,0,167,-1,27,0.3,3.5,4.88,
295,N. Ritchi,LW,ANA,76,10,17,27,72,10,2,1,1,2,0,0,0,2,0,1,0,122,3,27,0.4,1.4,1.5,
296,C. Sisson,C,NAS,81,9,18,27,42,0,0,0,1,6,0,3,0,4,0,0,0,120,2,27,0.3,3.45,2.86,
297,E. Lindel,D,DAL,80,7,20,27,24,0,0,0,2,6,0,0,0,0,0,2,0,137,19,27,0.3,7,5.8,
298,J. Schult,D,PIT,63,4,23,27,14,0,0,0,0,10,0,0,1,1,0,0,0,109,22,27,0.4,6,5.5,
299,N. Kronwa,D,DET,79,4,23,27,36,0,0,0,2,13,0,0,0,0,0,0,0,76,-14,27,0.3,-,-,
300,P. Berglu,C,BUF,57,17,9,26,30,0,0,0,3,3,1,0,1,4,0,1,1,112,-5,28,0.5,4.5,3.85,
301,M. Nieto,LW,COL,74,15,11,26,14,0,0,0,0,0,1,0,0,1,0,3,1,84,6,28,0.4,1.98,1.98,
302,T. Lewis,C,LA,68,14,12,26,25,5,2,1,1,2,2,0,0,3,0,2,0,134,-6,26,0.4,2,2,
303,T. Zajac,C,NJ,63,12,14,26,25,5,1,0,2,4,1,1,0,0,0,0,0,91,-8,26,0.4,5.75,5.75,
304,B. Gibbon,LW,CAR,59,12,14,26,20,0,2,0,0,0,3,2,1,3,0,0,0,72,10,26,0.4,0.73,0.73,
305,S. Bennet,C,CAL,82,11,15,26,59,5,1,0,1,2,0,0,0,1,0,0,0,157,-18,26,0.3,2.55,2.55,
306,B. Sutter,C,VAN,61,11,15,26,8,0,1,0,0,0,0,4,1,1,0,2,0,106,8,26,0.4,4.5,4.38,
307,J. Spezza,C,TOR,78,8,18,26,12,0,4,1,4,7,0,0,0,3,0,0,0,138,-12,26,0.3,0.7,0.7,
308,J. Morris,D,WIN,81,7,19,26,47,0,0,0,0,1,0,0,0,0,0,0,0,102,15,26,0.3,3.15,3.15,
309,B. Seabro,D,CHI,81,7,19,26,38,0,0,0,2,6,0,0,0,0,0,1,0,136,-3,26,0.3,7.5,6.88,
310,T. Plekan,C,MON,77,6,20,26,45,5,0,0,0,0,0,0,1,1,0,0,0,144,1,26,0.3,-,-,
311,D. Nurse,D,EDM,82,6,20,26,67,15,0,0,0,0,0,0,1,2,0,0,0,194,15,26,0.3,3.2,3.2,
312,D. Phaneu,D,LA,79,6,20,26,49,15,0,0,4,7,0,0,0,0,0,0,0,134,-15,26,0.3,-,-,
313,M. Jankow,C,CAL,72,17,8,25,33,5,1,0,2,1,2,0,0,3,0,0,1,118,-7,27,0.4,1.75,1.68,
314,B. Colema,C,NJ,79,13,12,25,50,10,0,0,0,0,3,0,0,2,0,0,0,146,7,25,0.3,1.8,1.8,
315,N. Bonino,C,NAS,71,12,13,25,20,0,1,0,0,0,0,0,0,0,0,2,0,83,4,25,0.4,4.1,4.1,
316,A. Burako,LW,COL,56,12,13,25,27,5,0,0,2,2,0,0,1,5,0,0,0,84,3,25,0.4,3.25,3.25,
317,T. Rieder,RW,CAL,78,12,13,25,6,0,1,0,2,1,0,0,0,0,0,1,0,114,-12,25,0.3,0.7,-,
318,M. Frk,RW,LA,68,11,14,25,14,0,1,0,5,4,0,0,0,0,0,0,0,99,-14,25,0.4,0.7,0.7,
319,M. Frolik,RW,CAL,70,10,15,25,26,0,0,0,0,0,2,0,1,1,0,1,0,167,-19,25,0.4,3,4.3,
320,A. Iafall,LW,LA,75,9,16,25,12,0,0,0,0,2,0,0,0,1,0,1,0,129,10,25,0.3,2.4,2.43,
321,A. Martin,D,LA,77,9,16,25,34,0,0,0,2,9,0,1,0,0,0,0,0,111,3,25,0.3,4.15,4,
322,E. Johnso,D,COL,62,9,16,25,58,5,0,0,0,3,0,1,1,3,0,1,0,168,3,25,0.4,6,6,
323,T. Chabot,D,OTT,63,9,16,25,14,0,1,0,0,8,0,0,0,0,0,0,0,94,-12,25,0.4,0.83,0.86,
324,P. Zacha,C,NJ,69,8,17,25,30,0,1,0,2,3,1,0,0,0,0,0,0,112,-3,25,0.4,1.75,2.25,
325,P. Danaul,C,MON,52,8,17,25,34,0,0,0,0,2,1,0,0,2,0,2,0,94,0,25,0.5,3,3.08,
326,E. Rodrig,LW,BUF,48,7,18,25,14,0,0,0,1,5,0,0,0,0,0,0,0,91,-10,25,0.5,2,2,
327,V. Hinost,RW,ARI,50,7,18,25,10,0,0,0,1,4,0,0,0,1,0,0,0,86,5,25,0.5,1.5,1.5,
328,T. Hickey,D,NYI,69,5,20,25,24,0,0,0,0,0,0,0,0,0,0,0,0,87,20,25,0.4,2.5,2.5,
329,B. Skjei,D,NYR,82,4,21,25,39,5,0,0,0,6,1,0,0,1,0,0,0,153,-27,25,0.3,5.4,5.25,
330,Z. Parise,LW,MIN,42,15,9,24,14,0,3,2,2,1,0,0,0,4,0,3,0,119,0,24,0.6,9,7.54,
331,S. Hartne,LW,NAS,62,13,11,24,82,15,0,0,2,3,0,0,0,2,0,0,0,82,-3,24,0.4,-,-,
332,D. Grant,C,ANA,66,12,12,24,11,5,1,0,3,0,0,1,0,0,0,0,0,65,3,24,0.4,0.7,-,
333,C. Scevio,C,FLA,76,11,13,24,24,10,0,0,0,0,1,2,0,2,0,0,0,141,6,24,0.3,1.2,1.2,
334,M. Calver,LW,COL,69,9,15,24,33,5,0,0,1,0,2,0,0,0,0,0,0,108,-10,24,0.3,2.93,2.85,
335,D. Severs,D,NJ,76,9,15,24,42,10,1,0,0,4,0,0,0,2,0,0,0,121,-8,24,0.3,4.68,4.17,
336,Z. Chara,D,BOS,73,7,17,24,60,10,0,0,0,0,0,1,0,3,0,1,0,144,22,24,0.3,2,2,
337,T. Bertuz,LW,DET,48,7,17,24,39,5,0,0,1,1,0,0,0,1,0,0,0,83,-7,24,0.5,1.4,1.4,
338,V. Dunn,D,STL,75,5,19,24,20,0,0,0,2,7,0,0,1,1,0,0,0,138,1,24,0.3,0.78,0.72,
339,J. Trouba,D,NYR,55,3,21,24,34,0,0,0,0,3,0,1,0,2,0,0,0,144,9,24,0.4,12,8,
340,D. Hamhui,D,NAS,80,3,21,24,33,5,0,0,0,2,0,0,0,1,0,0,0,66,-6,24,0.3,1,1.25,
341,B. Boyle,C,NAS,69,13,10,23,45,5,4,2,5,2,0,0,0,2,0,1,0,120,-9,23,0.3,-,-,
342,J. Comphe,LW,COL,69,13,10,23,20,0,0,0,4,3,2,0,2,3,0,1,0,131,-29,23,0.3,3.4,3.5,
343,A. Duclai,LW,OTT,56,11,12,23,16,0,2,0,3,0,0,0,1,2,0,0,1,97,-5,25,0.4,1.65,1.65,
344,L. Erikss,LW,VAN,50,10,13,23,4,0,0,0,0,3,1,1,0,0,0,2,0,101,0,23,0.5,5,6,
345,M. Letest,C,WIN,80,9,14,23,10,0,1,0,3,3,2,1,1,1,0,0,0,111,-17,23,0.3,0.7,0.7,
346,M. Folign,LW,MIN,77,8,15,23,72,20,0,0,1,1,0,0,0,2,0,1,0,79,2,23,0.3,3.5,2.88,
347,M. Nutiva,D,CLB,61,7,16,23,14,0,0,0,1,1,0,0,0,1,0,0,0,79,13,23,0.4,2.5,2.7,
348,D. Winnik,LW,BOS,81,6,17,23,27,5,0,0,0,1,0,0,0,0,0,1,0,82,5,23,0.3,-,-,
349,K. Shatte,D,TB,46,5,18,23,44,0,4,1,2,10,0,0,1,1,0,0,0,94,-14,23,0.5,1.75,1.75,
350,D. Engell,D,VEG,79,5,18,23,24,0,0,0,0,0,0,0,0,0,0,0,0,108,6,23,0.3,0.7,0.7,
351,S. Girard,D,COL,73,4,19,23,8,0,0,0,1,12,0,0,0,0,0,0,0,84,-11,23,0.3,0.7,0.73,
352,R. Hainse,D,OTT,80,4,19,23,20,0,0,0,1,0,0,2,0,2,0,0,0,73,12,23,0.3,3.5,3.5,
353,S. Milano,LW,CLB,55,14,8,22,10,0,2,0,0,4,0,0,1,3,0,0,0,69,-8,22,0.4,0.87,0.87,
354,M. Raffl,RW,PHI,76,13,9,22,28,10,1,0,1,0,0,0,0,3,0,1,0,96,9,22,0.3,1.8,1.6,
355,J. Carter,C,LA,27,13,9,22,2,0,1,0,6,3,1,0,1,2,0,0,1,85,4,24,0.9,3,5.27,
356,T. Jost,C,COL,65,12,10,22,26,0,0,0,5,3,0,0,0,1,0,1,0,113,-10,22,0.3,0.83,0.89,
357,T. Schall,C,VAN,82,12,10,22,42,10,1,0,0,0,3,0,0,0,0,3,0,133,-5,22,0.3,1.9,1.9,
358,D. Malgin,C,FLA,51,11,11,22,6,0,1,0,1,5,0,0,0,3,0,0,0,79,4,22,0.4,0.75,0.75,
359,M. Cullen,C,PIT,79,11,11,22,20,0,1,0,0,1,0,0,0,1,0,0,0,104,-1,22,0.3,-,-,
360,T. Ennis,RW,OTT,73,8,14,22,12,0,1,0,2,1,0,0,0,3,0,0,0,115,-1,22,0.3,0.8,0.8,
361,S. Andrig,RW,COL,50,8,14,22,10,0,0,0,3,6,0,0,0,2,0,1,0,111,-15,22,0.4,-,-,
362,J. Beagle,C,VAN,79,7,15,22,16,0,0,0,0,0,1,0,0,2,0,2,0,65,3,22,0.3,3.2,3,
363,T. Pyatt,LW,OTT,81,7,15,22,10,0,5,1,0,0,1,1,0,2,0,0,0,103,-12,22,0.3,-,-,
364,M. Del Zo,D,ANA,82,6,16,22,48,0,0,0,0,5,0,0,0,0,0,0,0,128,-8,22,0.3,0.75,0.75,
365,T. Brouwe,RW,FLA,76,6,16,22,53,15,0,0,0,5,0,1,0,0,0,0,0,79,-7,22,0.3,-,-,
366,B. Leipsi,LW,WAS,58,5,17,22,14,0,0,0,0,0,0,0,1,1,0,0,0,95,-4,22,0.4,0.7,0.7,
367,B. Dillon,D,SJ,81,5,17,22,60,15,0,0,0,0,0,0,0,0,0,0,0,88,-7,22,0.3,3.9,3.27,
368,M. Scande,D,BUF,82,5,17,22,37,5,0,0,0,4,0,1,1,1,0,0,0,138,-15,22,0.3,4.75,4,
369,D. Poulio,D,STL,71,3,19,22,39,5,0,0,1,8,0,1,0,3,0,0,0,78,-22,22,0.3,0.7,0.7,
370,A. Lehkon,LW,MON,66,12,9,21,20,0,2,0,3,1,1,0,0,3,0,0,0,164,-11,21,0.3,2.4,2.4,
371,J. Khaira,C,EDM,69,11,10,21,47,25,0,0,0,1,1,1,0,2,0,1,0,73,-7,21,0.3,1.1,1.2,
372,M. Gabori,RW,OTT,46,11,10,21,24,0,1,0,3,3,0,0,0,0,0,1,0,80,2,21,0.5,3.18,4.88,
373,K. Connau,D,COL,73,11,10,21,20,0,0,0,0,0,0,0,0,3,0,0,0,102,3,21,0.3,1.5,1.38,
374,P. Sharp,C,CHI,70,10,11,21,14,0,1,1,0,4,0,0,0,1,0,0,0,143,-16,21,0.3,-,-,
375,J. Weal,C,MON,69,8,13,21,12,0,7,2,3,0,0,0,1,1,0,0,0,102,-10,21,0.3,1.3,1.4,
376,A. Lowry,C,WIN,45,8,13,21,8,0,0,0,1,1,0,0,0,1,0,0,0,70,9,21,0.5,2.75,2.92,
377,J. Brodin,D,MIN,73,6,15,21,30,0,0,0,0,3,0,0,0,1,0,0,0,77,23,21,0.3,4.75,4.17,
378,A. MacDon,D,CAL,66,6,15,21,30,0,0,0,0,0,0,1,0,2,0,0,0,82,8,21,0.3,-,-,
379,M. Bennin,D,EDM,73,6,15,21,49,5,0,0,0,2,0,1,0,2,0,0,0,111,5,21,0.3,2,1.9,
380,O. Klefbo,D,EDM,66,5,16,21,18,0,0,0,1,5,1,0,1,1,0,0,0,203,-12,21,0.3,4.5,4.17,
381,K. Russel,D,EDM,78,4,17,21,8,0,0,0,0,2,0,0,0,0,0,0,0,90,-7,21,0.3,4,4,
382,D. Caggiu,LW,CHI,67,13,7,20,37,5,0,0,3,0,1,0,0,1,0,0,0,104,-13,20,0.3,1.5,1.5,
383,J. Puljuj,RW,EDM,65,12,8,20,14,0,0,0,2,0,0,0,0,2,0,0,0,136,-1,20,0.3,-,-,
384,A. Shaw,RW,CHI,51,10,10,20,53,5,0,0,5,2,0,0,0,0,0,1,0,94,-8,20,0.4,3.25,3.9,
385,S. Laught,C,PHI,81,10,10,20,42,10,0,0,0,0,1,0,0,0,0,1,0,108,-10,20,0.2,2.3,2.3,
386,J. Virtan,RW,VAN,75,10,10,20,46,0,0,0,0,0,0,0,0,1,0,1,0,130,-11,20,0.3,1.5,1.25,
387,N. Zadoro,D,COL,77,7,13,20,103,15,0,0,0,1,0,0,0,1,0,1,0,94,4,20,0.3,3.2,3.2,
388,J. Rutta,D,TB,57,6,14,20,24,0,0,0,2,2,0,1,0,1,0,0,0,71,-1,20,0.4,1.3,1.3,
389,J. Demers,D,ARI,69,6,14,20,37,5,0,0,0,3,0,0,0,2,0,0,0,95,-4,20,0.3,3.6,4.5,
390,I. Cole,D,COL,67,5,15,20,76,10,0,0,0,1,0,0,0,0,0,0,0,84,14,20,0.3,4.75,4.25,
391,D. Demelo,D,OTT,63,0,20,20,34,0,0,0,0,3,0,0,0,0,0,0,0,67,-1,20,0.3,0.9,0.9,
392,A. Watson,LW,NAS,76,14,5,19,123,35,0,0,0,0,4,1,0,3,0,1,0,96,2,19,0.3,1.2,1.1,
393,B. Poulio,LW,BUF,74,13,6,19,22,0,1,0,1,0,2,0,0,4,0,0,0,83,-8,19,0.3,-,-,
394,N. Cousin,C,MON,71,12,7,19,31,5,3,2,1,0,0,0,1,1,0,0,0,119,-7,19,0.3,1,1,
395,L. Glende,C,DET,69,11,8,19,17,5,0,0,1,0,2,1,0,2,0,2,0,88,-14,19,0.3,1.7,1.8,
396,M. Karlss,C,SJ,71,8,11,19,26,0,0,0,0,0,1,0,0,1,0,0,0,76,-5,19,0.3,2,2,
397,L. Komaro,RW,NYI,74,7,12,19,31,5,0,0,2,1,1,0,0,0,0,1,0,114,0,19,0.3,3.5,3,
398,S. Upshal,LW,DAL,63,7,12,19,46,0,0,0,0,0,0,0,0,2,0,0,0,71,-1,19,0.3,-,-,
399,B. Mannin,D,EDM,65,7,12,19,56,20,0,0,0,1,0,0,0,2,0,0,0,111,0,19,0.3,2,2.25,
400,Z. Kassia,RW,EDM,74,7,12,19,92,30,0,0,0,1,0,2,0,0,0,0,0,86,-8,19,0.3,2,1.95,
401,N. Shore,C,TOR,64,5,14,19,16,0,0,0,0,1,0,0,1,1,0,0,0,74,-3,19,0.3,0.75,0.75,
402,C. Ceci,D,TOR,82,5,14,19,12,0,0,0,0,5,0,0,0,1,0,0,0,143,-27,19,0.2,4.5,4.5,
403,Z. Smith,LW,CHI,68,5,14,19,54,10,0,0,0,3,0,1,0,1,0,0,0,124,-32,19,0.3,3.25,3.25,
404,A. Pelech,D,NYI,78,3,16,19,28,0,0,0,0,2,0,1,0,1,0,0,0,106,7,19,0.2,1.93,1.6,
405,B. Pesce,D,CAR,65,3,16,19,18,0,0,0,0,0,0,0,0,1,0,0,0,88,-6,19,0.3,4.03,4.03,
406,A. Chiass,RW,EDM,61,9,9,18,26,10,0,0,1,0,1,2,0,2,0,1,0,59,1,18,0.3,2.15,2.15,
407,C. Clutte,RW,NYI,76,8,10,18,53,5,0,0,0,0,1,0,0,1,0,1,0,101,-7,18,0.2,3.5,3.5,
408,B. Tanev,LW,PIT,61,8,10,18,18,0,0,0,0,0,3,0,0,1,0,0,1,79,13,20,0.3,3.5,3.5,
409,J. Moore,D,BOS,81,7,11,18,47,5,0,0,0,2,1,0,2,2,0,0,0,141,3,18,0.2,3.25,2.75,
410,D. Girard,D,TB,77,6,12,18,27,5,0,0,1,0,0,1,0,1,0,0,0,93,18,18,0.2,-,-,
411,C. Stephe,C,WAS,67,6,12,18,8,0,0,0,0,0,0,0,0,0,0,0,0,36,13,18,0.3,1.05,1.05,
