C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
618,F. Claess,D,CAR,64,1,6,7,35,5,0,0,0,0,0,0,0,0,0,0,0,60,-7,7,0.1,0.7,0.7,
619,C. Franso,D,CHI,23,1,6,7,8,0,0,0,0,4,0,0,0,0,0,0,0,51,-1,7,0.3,-,-,
620,J. Jagr,RW,CAL,22,1,6,7,10,0,0,0,0,1,0,0,0,0,0,0,0,32,6,7,0.3,-,-,
621,L. Schenn,D,TB,64,1,6,7,35,15,0,0,0,0,0,0,0,1,0,0,0,59,-12,7,0.1,0.7,0.7,
622,X. Ouelle,D,MON,45,0,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,57,-3,7,0.2,0.7,0.7,
623,V. Mete,D,MON,49,0,7,7,4,0,0,0,0,4,0,0,0,0,0,0,0,43,5,7,0.1,0.76,0.75,
624,J. Brodzi,LW,SJ,35,4,2,6,6,0,1,0,0,0,0,0,0,1,0,0,0,53,4,6,0.2,0.7,0.7,
625,B. Gaunce,C,BOS,37,4,2,6,10,0,0,0,1,0,0,0,0,1,0,0,0,55,0,6,0.2,0.7,0.7,
626,N. Baptis,RW,TOR,33,4,2,6,14,0,0,0,0,1,0,0,0,1,0,0,0,45,-4,6,0.2,-,-,
627,Z. Aston-,LW,PIT,16,4,2,6,2,0,0,0,0,0,0,0,0,1,0,1,0,20,2,6,0.4,1,1,
628,N. Scherb,RW,LA,26,4,2,6,8,0,0,0,1,2,1,0,0,0,0,0,0,39,-5,6,0.2,-,-,
629,M. Hannik,LW,CLB,33,3,3,6,6,0,1,0,0,0,0,1,0,0,0,0,0,31,-1,6,0.2,0.75,0.75,
630,R. Johnst,LW,NYI,24,3,3,6,62,20,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0.3,1,1,
631,J. Jooris,RW,TOR,40,3,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,50,-7,6,0.2,-,-,
632,C. White,C,OTT,21,2,4,6,8,0,0,0,0,0,0,0,0,1,0,0,0,24,1,6,0.3,4,4.75,
633,O. Lindbl,LW,PHI,23,2,4,6,8,0,0,0,0,1,0,0,0,1,0,0,0,36,4,6,0.3,0.93,0.93,
634,A. Burmis,C,VAN,24,2,4,6,12,0,0,0,1,1,0,0,0,0,0,0,0,18,-5,6,0.3,-,-,
635,T. Enstro,D,WIN,43,1,5,6,20,0,0,0,0,0,0,0,0,0,0,0,0,31,8,6,0.1,-,-,
636,M. Kruger,C,CHI,48,1,5,6,28,0,0,0,0,0,0,0,0,0,0,0,0,30,-6,6,0.1,-,-,
637,B. Carlo,D,BOS,76,0,6,6,45,5,0,0,0,0,0,1,0,0,0,0,0,76,10,6,0.1,2.2,2.85,
638,B. Hutton,D,LA,61,0,6,6,23,5,1,0,0,2,0,1,0,0,0,0,0,103,-9,6,0.1,1.5,1.5,
639,D. Booth,LW,DET,28,4,1,5,10,0,0,0,0,1,0,0,0,0,0,0,0,33,-5,5,0.2,-,-,
640,M. McCorm,LW,CAR,30,3,2,5,37,15,0,0,0,0,0,0,0,0,0,0,0,33,-5,5,0.2,0.7,0.7,
641,R. Bouche,C,VAN,20,3,2,5,0,0,0,0,1,1,0,0,0,1,0,0,0,37,-12,5,0.3,0.73,0.73,
642,Z. Mitche,RW,LA,23,3,2,5,4,0,0,0,1,0,0,0,0,1,0,0,0,17,-2,5,0.2,-,-,
643,E. Gudbra,D,PIT,52,2,3,5,35,10,0,0,0,0,0,0,0,0,0,0,0,53,-7,5,0.1,4.5,4,
644,C. Rowney,C,ANA,44,2,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,21,-13,5,0.1,1,1.13,
645,S. Harrin,D,CLB,32,2,3,5,8,0,0,0,0,0,0,1,0,1,0,0,0,28,0,5,0.2,1.6,1.63,
646,J. Gilmou,D,BUF,28,2,3,5,14,0,0,0,1,0,0,0,1,1,0,0,0,61,-11,5,0.2,0.7,0.7,
647,Y. Weber,D,NAS,47,2,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,40,2,5,0.1,0.7,0.68,
648,C. Ruhwed,D,PIT,44,2,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,67,-8,5,0.1,0.7,0.7,
649,M. Peca,C,MON,10,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,5,0.5,1.3,1.3,
650,R. Murphy,D,NJ,21,2,3,5,16,0,0,0,1,0,0,0,0,0,0,0,0,25,8,5,0.2,-,-,
651,K. Dahlbe,D,CAR,33,1,4,5,21,5,0,0,0,0,0,0,0,0,0,0,0,43,-6,5,0.2,-,-,
652,R. Sproul,D,CAL,16,1,4,5,6,0,0,0,0,1,0,0,0,0,0,0,0,15,-6,5,0.3,-,-,
653,V. Lettie,C,NYR,19,1,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,28,-12,5,0.3,0.7,0.7,
654,T. Leier,LW,PHI,39,1,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,48,-7,5,0.1,-,-,
655,C. Mittel,C,BUF,6,1,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0,9,1,5,0.8,0.93,0.93,
656,D. Schlem,D,MON,37,1,4,5,6,0,1,0,0,2,0,0,0,1,0,0,0,38,3,5,0.1,-,-,
657,O. Sundqv,C,STL,42,1,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,41,-5,5,0.1,2.25,2.75,
658,B. Guhle,D,ANA,18,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,37,-6,5,0.3,0.7,0.7,
659,D. Warsof,D,PIT,16,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,5,0.3,0.7,0.7,
660,D. Seiden,D,BOS,28,0,5,5,17,5,0,0,0,0,0,0,0,0,0,0,0,31,-9,5,0.2,-,-,
661,M. Mamin,C,FLA,26,3,1,4,7,5,0,0,0,0,0,0,0,1,0,0,0,28,2,4,0.2,-,-,
662,P. LaDue,D,LA,12,3,1,4,6,0,0,0,1,0,0,0,0,2,0,0,0,13,5,4,0.3,0.85,0.83,
663,N. Dowd,C,WAS,56,3,1,4,28,0,0,0,1,0,0,0,0,1,0,0,0,51,-10,4,0.1,0.7,0.75,
664,J. Bailey,RW,VAN,12,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,19,-2,4,0.3,0.7,0.7,
665,I. McCosh,D,FLA,38,3,1,4,25,5,0,0,0,0,0,0,0,1,0,0,0,26,-10,4,0.1,0.7,0.7,
666,A. Erne,LW,DET,23,3,1,4,11,5,0,0,0,0,0,0,0,1,0,0,0,29,-1,4,0.2,1.05,1.05,
667,E. Fehr,C,MIN,18,3,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,27,6,4,0.2,-,-,
668,G. McKegg,C,NYR,26,2,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,21,-4,4,0.2,0.75,0.75,
669,E. Svechn,RW,DET,14,2,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,15,-2,4,0.3,0.83,0.86,
670,L. Kunin,C,MIN,19,2,2,4,13,5,0,0,0,0,1,0,0,0,0,0,0,32,-3,4,0.2,0.93,0.93,
671,J. Josefs,C,BUF,39,2,2,4,6,0,3,2,0,0,0,0,0,0,0,0,0,35,-4,4,0.1,-,-,
672,M. Kempe,RW,LA,18,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,4,0.2,0.7,0.7,
673,M. Fisher,C,NAS,16,2,2,4,8,0,0,0,0,0,0,0,0,1,0,0,0,14,0,4,0.3,-,-,
674,L. Witkow,D,TB,31,1,3,4,68,30,0,0,0,0,0,0,0,0,0,0,0,16,-1,4,0.1,0.7,0.7,
675,E. Bear,D,EDM,18,1,3,4,10,0,0,0,1,1,0,0,0,0,0,0,0,20,-11,4,0.2,0.7,0.72,
676,J. Honka,D,DAL,42,1,3,4,14,0,0,0,0,1,0,0,0,0,0,0,0,42,-1,4,0.1,-,-,
677,M. Petter,D,PIT,22,1,3,4,6,0,0,0,0,1,0,0,0,0,0,0,0,16,5,4,0.2,0.87,0.87,
678,K. MacDer,D,LA,34,1,3,4,57,20,0,0,0,0,0,0,0,0,0,0,0,19,-4,4,0.1,0.7,0.68,
679,S. Aho,D,NYI,22,1,3,4,6,0,0,0,1,0,0,0,0,0,0,0,0,24,-5,4,0.2,0.83,0.77,
680,A. McQuai,D,CLB,38,1,3,4,62,30,0,0,0,0,0,0,0,1,0,0,0,39,-1,4,0.1,-,-,
681,F. Chlapi,C,OTT,20,1,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,21,-5,4,0.2,0.7,0.73,
682,T. Chorne,D,CLB,25,1,3,4,8,0,0,0,0,0,0,1,0,0,0,0,0,14,10,4,0.2,-,-,
683,P. Hollan,C,NYR,23,1,3,4,7,5,0,0,0,0,0,1,0,0,0,0,0,30,-10,4,0.2,-,-,
684,D. Rasmus,C,ANA,27,1,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,0.1,-,-,
685,J. Leivo,LW,VAN,16,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0.3,1.5,1.5,
686,C. McLeod,LW,NAS,48,1,3,4,111,65,0,0,0,0,0,0,0,0,0,0,0,36,-11,4,0.1,-,-,
687,M. Muelle,D,NJ,28,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,19,1,4,0.1,1.4,1.4,
688,D. O'Rega,C,BUF,21,0,4,4,2,0,1,0,0,1,0,0,0,0,0,0,0,17,-2,4,0.2,0.7,0.7,
689,A. Lindho,D,COL,48,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4,0.1,0.74,0.74,
690,N. Seeler,D,MIN,22,0,4,4,21,5,0,0,0,0,0,0,0,0,0,0,0,17,10,4,0.2,0.75,0.73,
691,D. Kukan,D,CLB,11,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,0.4,0.75,0.73,
692,A. Czarni,C,CAL,10,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,7,-1,4,0.4,1.25,1.25,
693,B. Pirri,C,VEG,2,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,3,1.5,0.78,0.78,
694,M. Dano,C,CLB,23,2,1,3,6,0,0,0,0,0,0,0,0,2,0,0,0,22,-2,3,0.1,0.8,0.8,
695,S. Griffi,C,WIN,21,2,1,3,6,0,0,0,0,1,0,0,0,0,0,0,0,15,-6,3,0.1,0.7,0.7,
696,W. Foegel,LW,CAR,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1.5,0.78,0.75,
697,I. Pakari,RW,EDM,40,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,50,1,3,0.1,-,-,
698,D. Sprong,RW,ANA,8,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,22,2,3,0.4,0.75,0.75,
699,A. Johnss,LW,TOR,9,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,19,-2,3,0.3,5,3.4,
700,M. Methot,D,DAL,36,1,2,3,31,5,0,0,0,0,0,0,0,0,0,0,0,25,11,3,0.1,-,-,
701,F. Chytil,C,NYR,9,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,-5,3,0.3,0.93,0.89,
702,N. Juulse,D,MON,23,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,33,1,3,0.1,0.83,0.86,
703,S. Matthi,C,WIN,27,1,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,26,-1,3,0.1,-,-,
704,T. Hyka,RW,VEG,10,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,15,2,3,0.3,-,-,
705,N. Kulemi,C,NYI,13,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0.2,-,-,
706,R. Grimal,RW,NAS,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0.5,1,1,
707,A. Mirono,D,COL,10,1,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0.3,-,-,
708,S. Blais,LW,STL,11,1,2,3,6,0,0,0,1,0,0,0,0,0,0,0,0,9,1,3,0.3,0.85,0.85,
709,W. Carrie,LW,VEG,37,1,2,3,19,5,0,0,0,0,0,0,0,0,0,0,0,52,-3,3,0.1,0.73,0.73,
710,T. Kero,C,DAL,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0.4,0.75,0.76,
711,J. Merril,D,VEG,34,1,2,3,22,0,0,0,0,0,0,0,0,1,0,0,0,30,7,3,0.1,1.48,1.38,
712,C. Wolani,D,OTT,10,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-4,3,0.3,0.8,0.9,
713,T. Murphy,D,ARI,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0.4,-,-,
714,A. Bitett,D,WIN,32,1,2,3,27,5,0,0,0,0,0,0,0,1,0,0,0,25,-1,3,0.1,0.7,0.7,
715,R. McKeow,D,CAR,10,0,3,3,19,5,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0.3,0.7,0.7,
716,A. Greer,LW,COL,17,0,3,3,29,5,0,0,0,0,0,0,0,0,0,0,0,13,2,3,0.2,0.74,0.74,
717,R. O'Gara,D,STL,30,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,21,-7,3,0.1,-,-,
718,J. Hicket,D,DET,5,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,2,5,3,0.6,0.7,0.7,
719,K. Gravel,D,TOR,16,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,20,-3,3,0.2,0.7,0.7,
720,F. Gaudre,C,NAS,20,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0.2,0.7,0.67,
721,D. Sikura,RW,CHI,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,0.6,0.7,0.75,
722,M. Bartko,D,MIN,18,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,-3,3,0.2,0.7,0.7,
723,K. Yamamo,RW,EDM,9,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,23,-2,3,0.3,0.93,0.89,
724,J. Szwarz,RW,OTT,12,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,19,-4,3,0.3,0.8,0.8,
725,K. Quince,D,MIN,18,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,11,-4,3,0.2,-,-,
726,A. Quine,C,CAL,21,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,15,-2,3,0.1,0.74,0.74,
727,C. Dahlst,D,CHI,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-2,3,0.3,0.8,0.85,
728,S. Foo,RW,CAL,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0.5,-,-,
729,M. Highmo,C,CHI,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-4,2,0.2,0.82,0.78,
730,J. Holl,D,TOR,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,2,1,0.7,0.68,
731,N. Petan,LW,TOR,15,2,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,16,0,2,0.1,0.78,0.78,
732,P. Cehlar,LW,BOS,6,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0.3,0.7,0.7,
733,G. Dumont,C,MIN,30,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,0.1,0.7,0.7,
734,T. Poolma,D,WIN,24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,2,0.1,0.83,0.78,
735,D. Siemen,D,CAL,16,1,1,2,23,5,0,0,0,0,0,0,0,0,0,1,0,14,-5,2,0.1,-,-,
736,S. Prince,C,NYI,14,1,1,2,11,5,0,0,0,0,0,0,0,0,0,0,0,20,-3,2,0.1,-,-,
737,K. Kossil,C,TOR,10,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-4,2,0.2,0.7,0.7,
738,J. Schroe,LW,CHI,21,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,20,-4,2,0.1,-,-,
739,K. Rychel,LW,CAL,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,-2,2,0.5,-,-,
740,J. Falk,D,OTT,46,1,1,2,28,0,0,0,0,0,0,1,0,0,0,0,0,36,-16,2,0,-,-,
741,L. Anders,C,NYR,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0.3,0.93,0.89,
742,N. Soshni,RW,STL,15,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,17,-2,2,0.1,-,-,
743,D. Tonina,C,FLA,37,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0.1,0.78,0.78,
744,C. Kelly,LW,ANA,12,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0.2,-,-,
745,A. Welins,D,PHI,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,2,0.3,0.75,0.75,
746,P. Martin,D,SJ,14,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0.1,-,-,
747,J. Gorges,D,BUF,34,0,2,2,17,5,0,0,0,0,0,0,0,0,0,0,0,15,-4,2,0.1,-,-,
748,C. McKenz,LW,VEG,7,0,2,2,11,5,0,0,0,0,0,0,0,0,0,0,0,11,3,2,0.3,0.75,0.75,
749,L. Belped,D,MIN,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.7,0.7,
750,J. Dickin,C,DAL,27,0,2,2,17,5,0,0,0,0,0,0,0,0,0,0,0,16,-2,2,0.1,1.5,1.5,
751,A. Clende,D,CLB,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,0.4,0.7,0.7,
752,A. Sautne,D,VAN,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0.4,0.7,0.68,
753,E. Gryba,D,CAL,21,0,2,2,31,5,0,0,0,0,0,0,0,0,0,0,0,19,4,2,0.1,-,-,
754,G. Carlss,D,CLB,14,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0.1,0.83,0.89,
755,H. Borgst,C,FLA,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,1,0.3,0.93,0.93,
756,A. Nyland,LW,CHI,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,1,0.3,0.83,0.86,
757,B. Hillma,D,CHI,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-1,1,0.3,-,-,
758,O. Tippet,RW,FLA,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-6,1,0.1,0.93,0.89,
759,S. Niku,D,WIN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0.84,0.78,
760,N. Lappin,RW,STL,6,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0.2,0.7,0.7,
761,V. Shipac,LW,VEG,3,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0.3,-,-,
762,J. Dea,C,BUF,5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.2,0.7,0.7,
763,P. Sielof,D,ANA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,1,1,0.73,0.7,
764,M. Read,RW,TOR,19,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,-2,1,0.1,-,-,
765,N. Walker,LW,STL,9,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.1,0.7,0.7,
766,L. Wallma,C,CAR,11,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,-4,1,0.1,0.7,0.68,
767,F. Gauthi,C,TOR,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-4,1,0.1,0.7,0.68,
768,J. Boll,RW,ANA,10,1,0,1,16,10,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.1,-,-,
769,B. Lemieu,LW,NYR,9,1,0,1,21,5,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0.1,0.93,0.93,
770,L. Ferrar,C,VAN,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0.5,-,-,
771,L. Crouse,LW,ARI,11,1,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,13,-6,1,0.1,1,1.53,
772,P. Eaves,RW,ANA,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0.5,3,3.15,
773,A. Martin,LW,ANA,9,1,0,1,17,5,0,0,0,0,0,0,0,0,0,0,0,14,-1,1,0.1,0.75,0.75,
774,N. Paul,LW,OTT,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-4,1,0.1,0.75,0.75,
775,J. O'Brie,C,OTT,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,1,0.1,-,-,
776,D. Heathe,D,DAL,6,0,1,1,26,10,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0.2,0.7,0.7,
777,B. Lernou,D,VEG,18,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,14,-5,1,0.1,0.7,0.7,
778,J. Megna,D,VEG,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,-4,1,0.1,0.7,0.7,
779,L. Brown,C,OTT,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.3,0.83,0.86,
780,T. Fedun,D,DAL,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,1,0.1,0.7,0.74,
781,A. Ness,D,ARI,8,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.1,0.7,0.7,
782,S. Kampfe,D,BOS,22,0,1,1,20,10,0,0,0,0,0,0,0,0,0,0,0,31,-7,1,0,0.8,0.8,
783,V. Ejdsel,C,CHI,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,1,0.2,-,-,
784,C. Rosen,D,COL,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,1,0.3,0.75,0.75,
785,F. Hamilt,C,ARI,16,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0.1,-,-,
786,H. Haapal,LW,FLA,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.2,-,-,
787,M. Liamba,LW,MIN,7,0,1,1,21,15,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.1,0.7,0.68,
788,M. McCarr,RW,MON,18,0,1,1,32,10,0,0,0,0,0,0,0,0,0,0,0,15,-1,1,0.1,0.7,0.7,
789,C. Bigras,D,PHI,15,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,-2,1,0.1,0.7,0.7,
790,P. Postma,D,BOS,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,14,-2,1,0.1,-,-,
791,J. Garris,D,CHI,8,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,-2,1,0.1,-,-,
792,Z. Bogosi,D,BUF,18,0,1,1,20,10,0,0,0,0,0,0,0,0,0,0,0,29,-9,1,0.1,6,5.14,
793,S. Gersic,LW,WAS,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,0.3,0.7,0.7,
794,D. Hunt,LW,FLA,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,-5,1,0.1,0.72,0.72,
795,T. Boyd,C,WAS,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.1,0.8,0.8,
796,S. Mattea,C,CLB,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0.1,-,-,
797,K. Rau,C,MIN,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.3,0.7,0.7,
798,J. Schmal,D,TOR,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.1,0.7,0.7,
799,K. Agosti,LW,TOR,5,0,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,11,-1,1,0.2,0.7,0.7,
800,J. Greenw,LW,MIN,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.2,0.93,0.92,
801,D. Brickl,D,LA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.7,0.7,
802,B. Harpur,D,TOR,41,0,1,1,21,5,0,0,0,0,0,0,0,0,0,0,0,26,-21,1,0,0.8,0.73,
803,E. Burgdo,D,WAS,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,-,-,
804,R. Lomber,LW,CAL,7,0,1,1,15,15,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.1,0.7,0.7,
805,B. Laich,C,LA,12,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,10,-5,1,0.1,-,-,
806,M. Tennys,D,NJ,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,-8,0,0,0.7,0.7,
807,M. Alt,D,COL,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0.75,0.73,
808,C. Jaros,D,OTT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.76,
809,M. Marinc,D,TOR,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0.7,0.7,
810,B. Lashof,D,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,
811,A. Peluso,RW,EDM,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
812,M. Hrivik,LW,CAL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-,-,
813,W. O'Neil,D,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-,-,
814,K. Holzer,D,ANA,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,-3,0,0,0.85,-,
815,Z. Trotma,D,PIT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-3,0,0,0.7,0.7,
816,Z. Dalpe,C,CLB,12,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,18,-3,0,0,0.75,0.75,
817,P. Holm,D,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0.7,0.7,
818,N. Kerdil,LW,WIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
819,S. Bernie,RW,NYI,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,-,-,
820,Z. Whitec,D,VEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.93,0.93,
821,M. Moulso,LW,WAS,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,-9,0,0,-,-,
822,A. Hemsky,RW,MON,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,-,-,
823,C. O'Reil,C,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,
824,A. Formen,LW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.75,
