C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
519,D. Poulio,D,STL,62,3,9,12,30,0,0,0,1,0,0,0,1,1,0,0,0,58,-1,12,0.2,0.7,0.7,
520,D. Engell,D,VEG,74,2,10,12,18,0,0,0,0,0,0,0,0,1,0,0,0,105,-3,12,0.2,0.7,0.7,
521,A. Gaudet,C,VAN,56,5,7,12,18,0,0,0,0,2,0,0,0,1,0,0,0,55,-8,12,0.2,0.93,0.92,
522,J. Pageau,C,OTT,39,4,8,12,14,0,0,0,0,0,0,0,0,0,0,0,0,83,-12,12,0.3,3.4,3.1,
523,K. Sherwo,RW,ANA,50,6,6,12,8,0,0,0,0,0,0,0,0,1,0,0,0,60,1,12,0.2,0.93,0.93,
524,B. Hunt,D,MIN,42,5,7,12,8,0,0,0,4,4,0,0,0,1,0,0,0,75,-2,12,0.3,0.7,0.7,
525,C. Stephe,C,WAS,64,5,6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,36,-13,11,0.2,1.05,1.05,
526,M. Muelle,D,NJ,53,1,10,11,17,5,0,0,0,0,0,0,0,0,0,0,0,39,-3,11,0.2,1.4,1.4,
527,C. Carric,D,NJ,34,2,9,11,19,5,0,0,0,1,0,0,0,1,0,0,0,42,-13,11,0.3,1.5,1.5,
528,T. Fedun,D,DAL,54,4,7,11,14,0,0,0,0,2,0,1,0,0,0,0,0,86,2,11,0.2,0.7,0.74,
529,L. Radil,C,SJ,36,7,4,11,6,0,0,0,0,0,0,0,0,2,0,1,0,40,7,11,0.3,0.7,0.7,
530,T. Rieder,RW,CAL,67,0,11,11,8,0,0,0,0,2,0,0,0,0,0,0,0,92,-8,11,0.2,-,-,
531,A. Ladd,LW,NYI,26,3,8,11,16,0,0,0,0,0,0,1,0,0,0,0,0,34,3,11,0.4,5,5.5,
532,J. Edmund,D,STL,64,2,9,11,68,10,0,0,0,0,0,0,0,1,0,0,0,102,8,11,0.2,3.1,3.1,
533,T. Rattie,RW,EDM,50,4,7,11,4,0,1,0,0,1,0,0,0,1,0,0,0,84,-2,11,0.2,-,-,
534,M. Pysyk,D,FLA,70,1,10,11,26,0,0,0,0,0,0,1,0,0,0,0,0,64,-1,11,0.2,3.5,2.73,
535,D. Weise,RW,MON,51,5,6,11,19,5,0,0,0,0,1,0,0,1,0,0,0,58,-8,11,0.2,1.75,2.35,
536,M. Reilly,D,MON,57,3,8,11,16,0,0,0,1,0,0,0,0,1,0,0,0,101,0,11,0.2,1.5,1.5,
537,G. McKegg,C,NYR,41,6,5,11,8,0,0,0,0,0,0,0,0,1,0,0,0,27,-2,11,0.3,0.75,0.75,
538,M. Luff,RW,LA,33,8,3,11,9,5,0,0,1,0,0,0,0,2,0,1,0,45,-2,11,0.3,0.7,0.68,
539,N. Hjalma,D,ARI,82,0,10,10,44,0,0,0,0,0,0,2,0,0,0,0,0,57,8,10,0.1,6,5,
540,C. Perry,RW,DAL,31,6,4,10,27,5,0,0,2,2,0,0,0,1,0,0,0,59,-16,10,0.3,1.5,1.5,
541,M. Applet,C,WIN,36,3,7,10,4,0,0,0,0,0,0,0,0,1,0,0,0,29,9,10,0.3,0.78,0.74,
542,B. Carlo,D,BOS,72,2,8,10,47,5,0,0,0,0,0,2,0,0,0,0,0,116,22,10,0.1,-,-,
543,T. Bluege,C,PIT,28,6,4,10,15,5,0,0,0,0,1,2,0,1,0,0,0,33,7,10,0.4,0.75,0.75,
544,M. Peca,C,MON,39,3,7,10,4,0,0,0,0,0,0,1,0,0,0,0,0,35,-14,10,0.3,1.3,1.3,
545,D. Hunt,LW,FLA,31,3,7,10,8,0,0,0,0,0,0,0,0,0,0,1,0,53,0,10,0.3,0.72,0.72,
546,C. Kunitz,LW,CHI,56,5,5,10,23,0,0,0,0,0,0,0,0,1,0,0,0,44,-7,10,0.2,-,-,
547,V. Nichus,RW,COL,57,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,65,-4,10,0.2,0.85,0.85,
548,B. Nieves,C,NYR,43,4,6,10,8,0,0,0,0,0,0,0,0,1,0,0,0,34,-4,10,0.2,0.7,0.7,
549,T. Schall,C,VAN,47,3,7,10,9,5,0,0,0,0,0,0,0,0,0,0,0,44,-2,10,0.2,1.9,1.9,
550,R. Bortuz,D,STL,59,2,8,10,47,5,0,0,0,0,0,1,0,0,0,0,0,75,9,10,0.2,1.38,1.38,
551,M. Bowey,D,DET,50,2,8,10,46,10,0,0,0,0,0,0,0,1,0,0,0,48,-1,10,0.2,1,1,
552,C. Jaros,D,OTT,61,1,9,10,27,5,0,0,0,2,0,0,0,0,0,0,0,65,-14,10,0.2,0.81,0.76,
553,M. Del Zo,D,ANA,42,1,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,45,-2,10,0.2,0.75,0.75,
554,E. Gudbra,D,PIT,76,2,8,10,87,15,0,0,0,0,0,1,0,1,0,0,0,94,-20,10,0.1,4.5,4,
555,K. Rooney,C,NJ,41,6,4,10,15,5,0,0,0,0,1,0,0,1,0,0,0,39,-4,10,0.2,0.7,0.7,
556,S. Walker,D,LA,39,3,7,10,8,0,0,0,1,0,0,0,0,0,0,0,0,55,-8,10,0.3,0.77,0.75,
557,P. Nemeth,D,DET,74,1,9,10,53,5,0,0,0,0,0,1,0,0,0,0,0,57,5,10,0.1,3.2,3,
558,C. Djoos,D,WAS,45,1,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,33,9,10,0.2,1.25,1.25,
559,B. Orpik,D,WAS,53,2,7,9,32,10,0,0,0,0,0,0,0,0,0,0,0,43,8,9,0.2,-,-,
560,J. Forsba,C,BOS,28,3,6,9,2,0,0,0,0,1,0,0,0,0,0,0,0,21,1,9,0.3,-,-,
561,V. Rask,C,MIN,49,3,6,9,8,0,1,0,0,2,0,0,0,0,0,0,0,55,-4,9,0.2,4,4,
562,W. Carrie,LW,VEG,54,8,1,9,29,5,0,0,0,0,0,0,0,1,0,0,0,85,-4,9,0.2,0.73,0.73,
563,T. Kuhnha,RW,NYI,36,4,5,9,10,0,0,0,0,0,0,1,0,0,0,0,0,30,1,9,0.3,0.85,0.85,
564,M. Kempe,RW,LA,52,4,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,57,5,9,0.2,0.7,0.7,
565,J. Puljuj,RW,EDM,46,4,5,9,16,0,0,0,0,1,0,0,0,0,0,0,0,53,-14,9,0.2,-,-,
566,R. Polak,D,DAL,77,1,8,9,69,5,0,0,0,0,0,0,0,0,0,0,0,77,6,9,0.1,1.75,1.75,
567,G. Forsli,D,CAR,43,3,6,9,30,0,0,0,0,0,0,0,0,0,0,0,0,57,-9,9,0.2,0.87,0.87,
568,J. De La ,C,DET,60,3,6,9,16,0,0,0,0,0,0,0,0,0,0,0,0,55,-13,9,0.2,0.95,0.9,
569,A. MacDon,D,CAL,47,0,9,9,18,0,0,0,0,0,0,2,0,0,0,0,0,41,-5,9,0.2,-,-,
570,D. Bather,RW,OTT,20,3,6,9,6,0,0,0,2,1,0,0,0,2,0,0,0,18,-2,9,0.4,0.78,0.74,
571,R. Simek,D,SJ,41,1,8,9,8,0,0,0,0,0,0,0,0,1,0,0,0,41,7,9,0.2,0.7,0.68,
572,C. Ehn,C,DET,60,3,6,9,6,0,0,0,0,0,1,0,0,1,0,0,0,49,-5,9,0.2,0.79,0.76,
573,R. Spoone,C,VAN,52,3,6,9,2,0,3,0,0,1,0,0,0,1,0,0,0,67,-12,9,0.2,-,-,
574,K. Brodzi,C,EDM,70,6,3,9,33,5,0,0,0,0,1,0,0,2,0,0,0,74,-14,9,0.1,1.2,1.15,
575,J. Demers,D,ARI,35,2,6,8,12,0,0,0,0,1,0,0,0,2,0,0,0,39,9,8,0.2,3.6,4.5,
576,A. Suomel,C,SJ,27,3,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,42,1,8,0.3,0.7,0.7,
577,K. Connau,D,COL,50,1,7,8,22,0,0,0,0,0,0,2,0,0,0,0,0,76,-2,8,0.2,1.5,1.38,
578,B. Kisele,D,WIN,32,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,14,-3,8,0.3,-,-,
579,G. Wilson,LW,TOR,50,2,6,8,18,10,0,0,0,0,0,0,0,0,0,0,0,54,2,8,0.2,0.73,0.73,
580,S. Maenal,RW,CAR,34,4,4,8,20,0,0,0,0,0,0,0,0,0,0,0,0,36,0,8,0.2,-,-,
581,T. Moore,LW,TOR,25,2,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,0.3,0.75,0.78,
582,D. Smith-,RW,CAL,54,4,4,8,15,5,0,0,0,0,0,0,0,0,0,0,0,60,-6,8,0.1,-,-,
583,D. Sikura,RW,CHI,33,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,8,0.2,0.7,0.75,
584,J. Rutta,D,TB,37,2,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,42,4,8,0.2,1.3,1.3,
585,T. Daley,D,DET,44,2,6,8,12,0,0,0,0,0,1,0,0,1,0,1,0,47,-3,8,0.2,2.2,3.17,
586,O. Kyling,D,CAL,38,3,5,8,10,0,0,0,0,0,0,0,0,1,0,0,0,21,3,8,0.2,0.75,0.73,
587,D. Jaskin,RW,WAS,37,2,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,48,-5,8,0.2,-,-,
588,C. Cave,C,EDM,53,3,5,8,16,0,0,0,0,0,0,0,0,1,0,0,0,58,-5,8,0.2,0.7,0.68,
589,S. Noesen,RW,DAL,41,3,5,8,28,0,1,0,0,0,0,0,0,0,0,1,0,64,-19,8,0.2,-,-,
590,G. Bourqu,LW,WIN,55,2,6,8,10,0,0,0,0,0,0,1,0,1,0,1,0,34,3,8,0.1,0.7,0.7,
591,J. Brown,RW,MIN,56,3,5,8,29,5,0,0,0,0,0,0,0,0,0,1,0,56,0,8,0.1,0.7,0.69,
592,Y. Weber,D,NAS,62,2,6,8,18,0,0,0,0,0,0,0,0,0,0,0,0,67,7,8,0.1,0.7,0.68,
593,R. Kesler,C,ANA,60,5,3,8,44,10,0,0,1,2,0,0,0,1,0,0,0,86,-19,8,0.1,6.68,6.88,
594,T. Hirose,LW,DET,10,1,6,7,2,0,0,0,0,1,0,0,0,1,0,0,0,15,0,7,0.7,0.93,0.93,
595,P. Varone,C,MON,47,3,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,34,-2,7,0.1,0.7,0.7,
596,M. Irwin,D,NAS,44,1,6,7,38,10,0,0,0,0,0,0,0,0,0,0,0,50,5,7,0.2,0.7,0.68,
597,M. Dal Co,LW,NYI,28,3,4,7,2,0,0,0,0,0,0,0,0,2,0,0,0,34,3,7,0.3,0.7,0.7,
598,C. Dvorak,C,ARI,20,2,5,7,2,0,0,0,1,0,0,0,0,1,0,0,0,25,-2,7,0.3,3.25,4.45,
599,E. Haula,C,CAR,15,2,5,7,10,0,2,1,0,1,0,0,0,0,0,0,0,26,1,7,0.5,2.75,2.75,
600,M. Hannik,LW,CLB,44,4,3,7,2,0,0,0,0,0,0,0,0,1,0,0,0,52,-5,7,0.2,0.75,0.75,
601,J. Morrow,D,NYR,41,1,6,7,20,10,0,0,0,0,0,0,0,0,0,0,0,40,0,7,0.2,-,-,
602,N. Seeler,D,MIN,71,2,5,7,64,20,0,0,0,0,0,0,0,1,0,0,0,67,-4,7,0.1,0.75,0.73,
603,I. Ozhiga,D,TOR,53,3,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,0.1,-,-,
604,G. Patery,D,MIN,80,1,6,7,41,5,0,0,0,0,0,0,0,0,0,0,0,100,-11,7,0.1,2.25,2.25,
605,C. Widema,D,ANA,25,2,5,7,18,0,0,0,0,1,0,0,0,1,0,0,0,27,-12,7,0.3,0.7,0.7,
606,M. Saloma,RW,NAS,37,3,4,7,8,0,0,0,0,0,0,0,0,0,0,2,0,51,5,7,0.2,0.75,0.75,
607,J. McGinn,LW,CAR,19,4,3,7,6,0,0,0,1,0,0,0,0,1,0,0,0,23,-5,7,0.4,-,-,
608,M. Comtoi,LW,ANA,10,2,5,7,7,5,0,0,0,0,0,0,0,1,0,0,0,9,3,7,0.7,0.79,0.82,
609,C. Gunnar,D,STL,25,3,4,7,6,0,0,0,0,0,0,1,0,1,0,0,0,21,8,7,0.3,1.75,1.75,
610,E. Yakovl,D,NJ,25,2,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,24,-6,7,0.3,-,-,
611,J. Anders,RW,NJ,34,4,3,7,6,0,0,0,0,0,1,0,0,1,0,2,0,49,-7,7,0.2,0.93,0.93,
612,K. Miller,D,BOS,39,0,7,7,35,15,0,0,0,0,0,0,0,0,0,0,0,32,8,7,0.2,2.5,2.5,
613,J. Ryan,D,LA,44,0,7,7,15,5,0,0,0,0,0,0,0,0,0,0,0,35,-1,7,0.2,0.73,0.73,
614,A. McQuai,D,CLB,50,3,4,7,42,10,0,0,0,0,0,1,0,1,0,0,0,28,2,7,0.1,-,-,
615,C. Dahlst,D,CHI,38,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,42,9,6,0.2,0.8,0.85,
616,C. Nelson,D,BUF,38,1,5,6,13,5,0,0,0,0,0,0,0,0,0,0,0,37,1,6,0.2,0.83,0.81,
617,L. Sedlak,C,CLB,47,4,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,43,-5,6,0.1,-,-,
618,L. Pilut,D,BUF,33,1,5,6,20,0,0,0,0,0,0,0,0,0,0,0,0,37,-8,6,0.2,0.93,0.93,
619,B. Sutter,C,VAN,26,4,2,6,6,0,0,0,1,0,1,0,0,0,0,0,0,43,-12,6,0.2,4.5,4.38,
620,C. Jones,D,EDM,17,1,5,6,6,0,0,0,0,1,0,0,0,0,0,0,0,21,-9,6,0.4,0.7,0.72,
621,B. Ritchi,RW,BOS,53,4,2,6,57,10,0,0,1,0,0,0,0,2,0,0,0,57,-7,6,0.1,1,1,
622,S. Koekko,D,CHI,31,2,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,36,4,6,0.2,0.93,0.93,
623,F. Claess,D,CAR,37,2,4,6,9,5,0,0,0,0,0,1,0,0,0,0,0,44,3,6,0.2,-,-,
624,M. Haley,C,NYR,43,2,4,6,75,25,0,0,0,0,0,0,0,0,0,1,0,34,-2,6,0.1,-,-,
625,R. Fabbri,C,STL,32,2,4,6,6,0,0,0,0,0,0,0,0,1,0,0,0,43,-4,6,0.2,0.9,0.9,
626,D. Phaneu,D,LA,67,1,5,6,53,15,0,0,0,0,0,0,0,0,0,0,0,80,-21,6,0.1,-,-,
627,P. Cehlar,LW,BOS,20,4,2,6,6,0,1,0,1,0,0,0,0,1,0,0,0,30,3,6,0.3,0.7,0.7,
628,D. Kuliko,D,WIN,57,0,6,6,47,5,0,0,0,0,0,0,0,0,0,0,0,40,4,6,0.1,4.33,4.33,
629,C. Folin,D,MON,45,0,6,6,27,5,0,0,0,0,0,0,0,0,0,0,0,47,6,6,0.1,0.8,0.8,
630,L. Anders,C,NYR,42,2,4,6,29,5,0,0,0,0,1,0,0,0,0,0,0,41,-13,6,0.1,0.93,0.89,
631,M. Frk,RW,LA,30,1,5,6,4,0,0,0,1,0,0,0,0,0,0,0,0,28,-9,6,0.2,0.7,0.7,
632,M. Roy,D,LA,25,2,4,6,8,0,0,0,0,0,0,0,0,1,0,0,0,34,-1,6,0.2,0.7,0.7,
633,J. Lammik,RW,FLA,40,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,39,-7,6,0.2,-,-,
634,S. Kampfe,D,BOS,35,3,3,6,22,0,0,0,1,1,0,0,0,0,0,0,0,40,-6,6,0.2,0.8,0.8,
635,A. Fortin,LW,CHI,24,3,3,6,2,0,0,0,0,0,1,0,0,1,0,0,0,29,-6,6,0.3,0.7,0.71,
636,C. Grunds,RW,LA,15,5,1,6,6,0,0,0,0,1,0,0,0,1,0,0,0,26,-4,6,0.4,0.93,0.93,
637,S. Dries,C,COL,40,3,3,6,26,0,0,0,0,0,1,0,0,0,0,0,0,44,-7,6,0.2,0.74,0.74,
638,J. Dea,C,BUF,23,4,2,6,8,0,0,0,0,0,0,0,0,1,0,0,0,29,0,6,0.3,0.7,0.7,
639,J. Currie,C,EDM,21,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,5,0.2,0.7,0.69,
640,M. Stone,D,CAL,14,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0.4,0.7,0.7,
641,B. Harpur,D,TOR,51,1,4,5,56,30,0,0,0,0,0,0,0,0,0,0,0,50,-13,5,0.1,0.8,0.73,
642,C. Hudon,LW,MON,32,3,2,5,16,0,0,0,0,1,0,0,0,0,0,0,0,50,-9,5,0.2,0.8,0.8,
643,R. Poehli,C,MON,1,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,5,5,0.93,0.93,
644,N. Deslau,LW,ANA,48,2,3,5,22,10,0,0,0,0,1,0,0,0,0,0,0,48,-12,5,0.1,0.95,0.95,
645,J. Larsso,D,ANA,49,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,0,57,-4,5,0.1,0.83,0.89,
646,V. Kamene,C,COL,23,2,3,5,10,0,0,0,1,0,1,0,0,0,0,0,0,22,-2,5,0.2,0.75,0.75,
647,A. Quine,C,CAL,13,3,2,5,6,0,0,0,1,0,0,0,0,0,0,0,0,11,0,5,0.4,0.74,0.74,
648,M. MacEac,LW,STL,29,3,2,5,10,0,0,0,0,0,0,0,0,1,0,0,0,33,0,5,0.2,0.75,0.75,
649,M. Marinc,D,TOR,24,1,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,34,-4,5,0.2,0.7,0.7,
650,J. Ericss,D,DET,52,3,2,5,35,5,0,0,0,0,0,0,0,1,0,0,0,48,-10,5,0.1,4.25,4.25,
651,B. Street,C,NJ,21,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,19,-4,5,0.2,0.75,0.75,
652,D. Dube,C,CAL,25,1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,22,2,5,0.2,0.79,0.78,
653,V. Zykov,LW,VEG,28,2,3,5,2,0,0,0,0,2,0,0,0,0,0,0,0,29,-5,5,0.2,0.7,0.68,
654,M. Chaput,C,ARI,32,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,31,-4,5,0.2,0.7,0.68,
655,N. Juulse,D,MON,21,1,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5,0.2,0.83,0.86,
656,R. Graves,D,COL,26,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,26,4,5,0.2,0.74,0.74,
657,D. Hamhui,D,NAS,57,0,5,5,28,0,0,0,0,0,0,0,0,0,0,0,0,39,-2,5,0.1,1,1.25,
658,K. Kuhlma,C,BOS,11,3,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,15,5,5,0.5,0.78,0.75,
659,J. Mahura,D,ANA,17,1,4,5,4,0,0,0,0,3,0,0,0,0,0,0,0,20,0,5,0.3,0.79,0.75,
660,D. Kukan,D,CLB,25,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,0.2,0.75,0.73,
661,J. Hayden,RW,NJ,54,3,2,5,27,15,0,0,0,0,0,0,0,0,0,0,0,42,-12,5,0.1,0.8,0.75,
662,M. Borowi,D,OTT,53,1,4,5,89,30,0,0,0,0,0,0,0,0,0,0,0,59,-12,5,0.1,1.2,1.2,
663,P. LaDue,D,LA,33,2,3,5,12,0,0,0,0,0,0,0,0,1,0,0,0,33,0,5,0.2,0.85,0.83,
664,M. Jones,LW,ANA,30,2,3,5,14,0,0,0,0,1,0,0,0,1,0,0,0,58,-1,5,0.2,0.83,0.86,
665,G. Bayreu,D,DAL,19,2,3,5,10,0,0,0,0,2,0,0,0,0,0,1,0,25,2,5,0.3,0.7,0.7,
666,J. Riikol,D,PIT,37,2,3,5,10,0,0,0,2,0,0,0,0,1,0,0,0,43,3,5,0.1,0.85,0.85,
667,T. Hyka,RW,VEG,17,1,3,4,2,0,0,0,0,2,0,0,0,0,0,0,0,22,-2,4,0.2,-,-,
668,A. Nyland,LW,CHI,12,2,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,16,-4,4,0.3,0.83,0.86,
669,S. Blais,LW,STL,32,2,2,4,6,0,1,1,0,0,0,0,0,0,0,0,0,27,-1,4,0.1,0.85,0.85,
670,V. Olofss,LW,BUF,6,2,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,21,1,4,0.7,0.79,0.77,
671,D. Gurian,RW,DAL,21,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,23,-3,4,0.2,0.83,0.89,
672,S. Niku,D,WIN,30,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0.1,0.84,0.78,
673,T. Hickey,D,NYI,40,0,4,4,33,5,0,0,0,0,0,1,0,0,0,0,0,47,5,4,0.1,2.5,2.5,
674,A. Sekera,D,DAL,24,0,4,4,6,0,0,0,0,1,0,0,0,0,0,0,0,28,3,4,0.2,1.5,1.5,
675,K. Gabrie,RW,PHI,22,2,2,4,59,20,0,0,0,0,0,0,0,1,0,0,0,7,0,4,0.2,0.7,0.7,
676,M. Veronn,RW,OTT,12,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,15,-5,4,0.3,0.93,0.93,
677,J. Megna,D,VEG,28,1,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,31,-1,4,0.1,0.7,0.7,
678,O. Fanten,D,VAN,61,2,2,4,17,5,0,0,0,0,0,0,0,0,0,0,0,70,3,4,0.1,0.85,0.85,
679,J. Honka,D,DAL,29,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,38,-2,4,0.1,-,-,
680,C. Brickl,LW,NYR,14,1,3,4,9,5,0,0,0,0,0,0,0,0,0,0,0,18,3,4,0.3,-,-,
681,A. Martin,LW,ANA,24,1,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,21,-5,4,0.2,0.75,0.75,
682,P. Di Giu,LW,NYR,24,1,3,4,8,0,1,0,0,0,0,0,0,0,0,0,0,31,-3,4,0.2,0.7,0.7,
683,K. Holzer,D,ANA,22,1,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,0.2,0.85,-,
684,C. Knight,C,PHI,23,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-5,4,0.2,-,-,
685,J. Siegen,D,WAS,26,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,0.2,0.75,0.71,
686,B. Mannin,D,EDM,39,2,2,4,25,15,0,0,0,0,0,0,0,0,0,0,0,33,-15,4,0.1,2,2.25,
687,A. Welins,D,PHI,26,1,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,32,-5,4,0.2,0.75,0.75,
688,S. Santin,D,NAS,39,1,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,41,-6,4,0.1,1.5,1.42,
689,F. Gaudre,C,NAS,55,3,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,43,1,4,0.1,0.7,0.67,
690,P. Berglu,C,BUF,23,2,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,25,-5,4,0.2,4.5,3.85,
691,R. Johnst,LW,NYI,17,1,3,4,23,15,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0.2,1,1,
692,I. Lyubus,D,ARI,41,0,4,4,13,5,0,0,0,0,0,0,0,0,0,0,0,27,-9,4,0.1,0.87,0.87,
693,A. Bjork,LW,BOS,20,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,18,-1,3,0.2,0.93,0.93,
694,V. Lettie,C,NYR,27,1,2,3,14,0,0,0,1,1,0,0,0,0,0,0,0,40,-7,3,0.1,0.7,0.7,
695,J. Gambar,C,EDM,15,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0.2,0.7,0.7,
696,N. Bastia,RW,NJ,7,3,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0.4,0.7,0.71,
697,J. Kyrou,C,STL,16,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,16,-1,3,0.2,0.7,0.76,
698,J. Valima,D,CAL,24,1,2,3,12,0,0,0,0,0,0,0,0,1,0,0,0,28,-2,3,0.1,0.93,0.89,
699,M. McLeod,C,NJ,21,0,3,3,13,5,0,0,0,0,0,0,0,0,0,0,0,21,-8,3,0.1,0.83,0.86,
700,F. Zadina,RW,DET,9,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,18,-5,3,0.3,0.93,0.89,
701,J. Brodzi,LW,SJ,13,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0.2,0.7,0.7,
702,Q. Hughes,D,VAN,5,0,3,3,2,0,2,0,0,2,0,0,0,0,0,0,0,6,0,3,0.6,0.93,0.92,
703,G. Smith,C,TB,17,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-4,3,0.2,0.7,0.7,
704,B. Gaunce,C,BOS,3,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,1,0.7,0.7,
705,Z. Rinald,LW,CAL,23,1,2,3,20,10,0,0,0,0,0,0,0,1,0,0,0,11,1,3,0.1,-,-,
706,J. Lehter,C,PHI,27,1,2,3,33,0,0,0,0,0,0,0,0,0,0,0,0,17,-7,3,0.1,-,-,
707,S. Wilson,C,BUF,15,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,25,-8,3,0.2,1.1,1.05,
708,N. Petan,LW,TOR,18,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,15,-5,3,0.2,0.78,0.78,
709,A. Bitett,D,WIN,36,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,30,-7,3,0.1,0.7,0.7,
710,X. Ouelle,D,MON,19,0,3,3,13,5,0,0,0,0,0,0,0,0,0,0,0,32,-3,3,0.2,0.7,0.7,
711,C. Bishop,C,CAR,20,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,16,-3,3,0.2,0.7,0.7,
712,K. Gravel,D,TOR,36,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,44,-2,3,0.1,0.7,0.7,
713,J. Ho-San,RW,NYI,10,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0.2,0.87,0.87,
714,N. Paul,LW,OTT,20,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,30,-10,2,0.1,0.75,0.75,
715,T. Lewing,D,WAS,2,1,1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0.7,0.68,
716,A. Greer,LW,COL,15,1,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,9,-2,2,0.1,0.74,0.74,
717,J. L'Espe,RW,DAL,18,2,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,24,-4,2,0.1,0.75,0.72,
718,L. Schenn,D,TB,26,0,2,2,16,10,0,0,0,0,0,0,0,0,0,0,0,30,-10,2,0.1,0.7,0.7,
719,D. Prout,D,SJ,20,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,0.1,0.8,0.8,
720,A. Agozzi,C,PIT,11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0.2,0.7,0.7,
721,J. Nolan,C,STL,14,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,0.1,0.7,0.7,
722,I. Lundes,C,ANA,15,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,2,0.1,0.93,0.93,
